Event Identifier,Event Name,First Year,Last Year,Primary Genre,Venue Identifier,Venue Name,Suburb,Latitude,Longitude
129007,"Animal",2016,2016,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
129008,"Speaking in Tongues",2016,2016,Theatre - Spoken Word,16505,"Warrandyte Hall",Warrandyte,-37.745309,145.207231
129009,"Allo 'Allo",2016,2016,Theatre - Spoken Word,17343,"Mt Eliza Community Centre",Mount Eliza,-38.190168,145.094296
129010,"The Ring Cycle",2016,2016,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
129011,"Bijou - A Cabaret of Secrets and Seduction",2016,2016,Music Theatre,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
129012,"Bijou - A Cabaret of Secrets and Seduction",2016,2016,Music Theatre,20002,"La Mama Courthouse",Carlton,-37.797696,144.968686
129013,"What's Yours is Mine",2016,2016,Theatre - Spoken Word,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
129014,"Reefer Madness",2016,2016,Music Theatre,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
129033,"Paw Patrol Live! Race to the Rescue",2017,2017,Music Theatre,21021,"Margaret Court Arena",Melbourne,-37.823757,144.982279
129045,"Burning Doors",2016,2016,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
129046,"A Charlie Brown Christmas",2016,2016,Theatre - Spoken Word,16512,"Alex Theatre St Kilda",St Kilda,-37.859388,144.97786
129047,"Hot Brown Honey",2016,2016,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
129052,"Hot Brown Honey",2016,2016,Theatre - Spoken Word,11193,"Northcote Town Hall",Northcote,-37.774791,144.997699
129053,"The Road to Stockholm",2016,2016,Music Theatre,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
129054,"The Snow Queen",2016,2016,Dance,3,"Playhouse",Melbourne,-37.821404,144.968724
129055,"Briefs",2016,2016,Other,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
129056,"Early Grave, Fashionably Late",2016,2016,Theatre - Spoken Word,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
129058,"The Screwtape Letters",2016,2016,Theatre - Spoken Word,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
129069,"A Little Touch of Chaos",2012,2012,Theatre - Spoken Word,11876,"Post Office Box Theatre",Ballarat,-37.561226,143.859432
129070,"The Tempest",2012,2012,Theatre - Spoken Word,11374,"Federation University, Helen Macpherson Smith Theatre",Ballarat,-37.561354,143.858456
129071,"A Jovial Crew",2013,2013,Theatre - Spoken Word,11374,"Federation University, Helen Macpherson Smith Theatre",Ballarat,-37.561354,143.858456
129072,"Garden City Weeded",2017,2017,Theatre - Spoken Word,11374,"Federation University, Helen Macpherson Smith Theatre",Ballarat,-37.561354,143.858456
129073,"Ant + Cleo",2014,2014,Theatre - Spoken Word,11374,"Federation University, Helen Macpherson Smith Theatre",Ballarat,-37.561354,143.858456
129074,"As You Like It",2016,2016,Theatre - Spoken Word,11374,"Federation University, Helen Macpherson Smith Theatre",Ballarat,-37.561354,143.858456
129075,"Machinal",2015,2015,Theatre - Spoken Word,11374,"Federation University, Helen Macpherson Smith Theatre",Ballarat,-37.561354,143.858456
129076,"Margaret of Anjou",2016,2016,Theatre - Spoken Word,18271,"Ballarat Art Gallery",Ballarat,-37.560436,143.858291
129101,"Miss Brontë",2016,2016,Theatre - Spoken Word,10769,"Ruffy Public Hall",Ruffy,-36.994146,145.46216
129102,"Miss Brontë",2016,2016,Theatre - Spoken Word,11588,"Mooroolbark Community Centre",Mooroolbark,-37.7855316,145.3147498
129103,"Miss Brontë",2016,2016,Theatre - Spoken Word,15867,"Forge Theatre and Arts Hub",Bairnsdale,-37.827388,147.606032
129104,"Miss Brontë",2016,2016,Theatre - Spoken Word,10398,"Wellington Entertainment Centre",Sale,-38.111789,147.063703
129105,"Miss Brontë",2016,2016,Theatre - Spoken Word,2706,"Altona City Theatre",Altona,-37.864665,144.832487
129106,"Miss Brontë",2016,2016,Theatre - Spoken Word,18258,"Carolyn Theatre",Cororooke,-38.289311,143.522632
129107,"Miss Brontë",2016,2016,Theatre - Spoken Word,11363,"Portland Arts Centre",Portland,-38.35268,141.60605
129110,"Takers",1987,1987,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
129130,"Night and the laughter",1947,1947,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129152,"Another Country",1986,1986,Theatre - Spoken Word,73,"Williamstown Little Theatre",Williamstown,-37.853257,144.8961536
129197,"Journal of Peddle Dreams",2003,2003,Dance,2756,"Brunswick Mechanics Institute",Brunswick,-37.771573,144.961354
129251,"Bette Midler - Kiss My Brass",2005,2005,Music Theatre,2718,"Rod Laver Arena",Melbourne,-37.821087,144.976225
129256,"A Bit of a Post Script",1996,1996,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
129257,"Bobbin' Up",2000,2000,Theatre - Spoken Word,4743,"David Williamson Theatre",Prahran,-37.852348,144.991341
129259,"Lloyd George Knew My Father",1973,1973,Theatre - Spoken Word,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
129261,"The Choir of Hard Knocks: Gala Launch Concert",2007,2007,Music,125,"Melbourne Town Hall",Melbourne,-37.815084,144.966508
129262,"Circus Oz",1983,1983,Other,10156,"Princes Park",Parkville,-37.7853356,144.961004
129264,"8 - The Play",2012,2012,Theatre - Spoken Word,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
129266,"Angels in America: Part 1 - The Millenium Approaches",2012,2012,Theatre - Spoken Word,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
129267,"Bad Adam / Pony",2015,2015,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
129268,"Bent'O'Box",2010,2010,Theatre - Spoken Word,14771,"Red Bennies",South Yarra,-37.846015,144.994214
129272,"Dolores Street",1991,1991,Theatre - Spoken Word,46,"Theatreworks",St Kilda,-37.863928,144.976507
129292,"Don't Peak at High School",2014,2014,Theatre - Spoken Word,14948,"Hares & Hyenas",Fitzroy,-37.798378,144.976734
129293,"Doors Open",2015,2015,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
129294,"Dos Lesbos",1989,1989,Theatre - Spoken Word,4539,"Women's Gallery",Fitzroy,-37.796002,144.978681
129296,"Dusty the Original Pop Diva",2010,2010,Music Theatre,700,"National Theatre",St Kilda,-37.866959,144.980955
129297,"Dykeotomy",2011,2011,Theatre - Spoken Word,14948,"Hares & Hyenas",Fitzroy,-37.798378,144.976734
129298,"Elegies for Angels, Punks and Raging Queens",1999,1999,Music Theatre,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
129299,"Elton John in Concert",1990,1990,Music,2779,"National Tennis Centre",Melbourne,-37.82267,144.98005
129300,"Elton John: Tour de Force",1986,1986,Music,2752,"Sports & Entertainment Centre",Melbourne,-37.823598,144.97956
129301,"Enda Markey by Popular Demand",2003,2003,Music,3010,"Capers Cabaret",Hawthorn,-37.821755,145.026636
129303,"Everything I know I learned from Madonna",2014,2014,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
129304,"Fortune and Men's Eyes",1995,1995,Theatre - Spoken Word,643,"Organ Factory",Clifton Hill,-37.791893,144.989328
129307,"God's Favorite",1990,1990,Theatre - Spoken Word,4101,"Unicorn Theatre",Mount Waverley,-37.868554,145.130349
129309,"Hans Like a German",2014,2014,Music Theatre,18294,"The Great Britain Hotel",Richmond,-37.826832,144.997872
129311,"Hex",2014,2014,Dance,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
129313,"L'Importance d'être Constant",2010,2010,Theatre - Spoken Word,13126,"Collingwood College Theatre",Collingwood,-37.803342,144.98992
129317,"This Filthy World Vol. 2",2014,2014,Theatre - Spoken Word,10572,"Hamer Hall",Melbourne,-37.8199893,144.9685875
129318,"Julian Clary is Camping at the Comedy Club",2003,2003,Theatre - Spoken Word,2756,"Brunswick Mechanics Institute",Brunswick,-37.771573,144.961354
129320,"Kelly",2015,2015,Theatre - Spoken Word,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
129321,"La Cage aux Folles",2014,2014,Music Theatre,3,"Playhouse",Melbourne,-37.821404,144.968724
129322,"Le Femme Garçon Ladyboy Cabaret",2011,2011,Music Theatre,15355,"The Yarraville Club",Yarraville,-37.81766,144.89426
129323,"Madonna: The Girlie Show",1993,1993,Music,8,"Melbourne Cricket Ground",Jolimont,-37.825839,144.986656
129345,"Managing Carmen",2014,2014,Theatre - Spoken Word,162,"Whitehorse Centre",Nunawading,-37.81772,145.181449
129346,"Managing Carmen",2014,2014,Theatre - Spoken Word,143,"Her Majesty's Theatre",Ballarat,-37.56269,143.857598
129347,"Managing Carmen",2014,2014,Theatre - Spoken Word,17002,"Latrobe Performing Arts Centre",Morwell,-38.236643,146.395191
129348,"Managing Carmen",2014,2014,Theatre - Spoken Word,15867,"Forge Theatre and Arts Hub",Bairnsdale,-37.827388,147.606032
129349,"Managing Carmen",2014,2014,Theatre - Spoken Word,10838,"Tower Theatre",Southbank,-37.827082,144.96654
129350,"Managing Carmen",2014,2014,Theatre - Spoken Word,2708,"Frankston Arts Centre",Frankston,-38.146162,145.123225
129351,"Managing Carmen",2014,2014,Theatre - Spoken Word,3355,"West Gippsland Arts Centre",Warragul,-38.15906,145.93337
129352,"Managing Carmen",2014,2014,Theatre - Spoken Word,11068,"Drum Theatre",Dandenong,-37.987832,145.214649
129353,"Managing Carmen",2014,2014,Theatre - Spoken Word,10768,"Harrison Theatre",Swan Hill,-35.335492,143.551892
129354,"Managing Carmen",2014,2014,Theatre - Spoken Word,3695,"The Paramount",Echuca,-36.130032,144.748838
129355,"Managing Carmen",2014,2014,Theatre - Spoken Word,3358,"The Capital - Bendigo's Performing Arts Centre",Bendigo,-36.757412,144.276222
129356,"Managing Carmen",2014,2014,Theatre - Spoken Word,12025,"Potato Shed",Drysdale,-38.190966,144.5551861
129358,"Markus de Port",2011,2011,Theatre - Spoken Word,13670,"Glasshouse Hotel",Collingwood,-37.80481,144.988578
129359,"Monsters",1985,1985,Theatre - Spoken Word,2738,"Victorian College of Arts, Grant Street Theatre",Southbank,-37.826505,144.966828
129360,"More Than a Woman",2011,2011,Music Theatre,3621,"Trades Hall New Ballroom",Carlton South,-37.806332,144.966235
129370,"Starry Nights",1949,1949,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129375,"Curtains",1977,1977,Theatre - Spoken Word,2738,"Victorian College of Arts, Grant Street Theatre",Southbank,-37.826505,144.966828
129381,"Grandfathers Follies",1949,1949,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129386,"The Talk of the Town",1949,1949,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129391,"The Goldfishbowl",1977,1977,Theatre - Spoken Word,16794,"Tait Theatre",Carlton,-37.803501,144.960216
129392,"Madame Willie",1977,1977,Theatre - Spoken Word,16794,"Tait Theatre",Carlton,-37.803501,144.960216
129393,"Ain't We Got Fun",1977,1977,Theatre - Spoken Word,16794,"Tait Theatre",Carlton,-37.803501,144.960216
129461,"Bunratty Castle",1977,1977,Music Theatre,18316,"Bunratty Castle Theatre Restaurant",Melbourne,-37.831769,144.96557
129483,"The Earl and the Pageboy",1977,1977,Music Theatre,17024,"Dirty Dick's Theatre Restaurant",South Melbourne,-37.841133,144.975508
129488,"Sleuth",1977,1977,Theatre - Spoken Word,3607,"Mildura Arts Centre",Mildura,-34.178286,142.16044
129490,"Wushu of China",1977,1977,Other,1441,"Festival Hall",West Melbourne,-37.811269,144.946448
129502,"The London Festival Ballet: Giselle",1977,1977,Dance,813,"Palais Theatre",St Kilda,-37.86684,144.975197
129513,"The Persecution and Assassination of Higher Shcool Certificate Poetry as Performed by the Inmates of the Arena Theatre",1977,1977,Theatre - Spoken Word,124,"Arena Theatre",South Yarra,-37.844763,144.999692
12953,"The Sun and the Moon and the Stars",1990,1990,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
129545,"Samples",1918,1918,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129546,"Honi-Soit",1918,1918,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129547,"Honi-Soit",1918,1918,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129548,"Bubbly",1918,1918,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129549,"The Officers' Mess",1919,1919,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129601,"Nude with Violin",1958,1958,Theatre - Spoken Word,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
129698,"The Officers' Mess",1919,1919,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129699,"The Officers' Mess",1919,1919,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129746,"The King's Singers",1982,1982,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
129756,"LA4",1975,1975,Music,2816,"Dallas Brooks Hall",East Melbourne,-37.809209,144.981533
129798,"Spartacus",2002,2002,Dance,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
129807,"Tails Up",1919,1919,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129808,"Favourite Follies",1917,1917,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
129856,"The Rocky Horror Show",1988,1988,Music Theatre,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
129939,"Variety Cavalcade",1949,1949,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
12994,"Present Laughter",1990,1990,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
129955,"Bon-Bons and Roses for Dolly",1978,1978,Theatre - Spoken Word,4639,"Playbox Theatre",Melbourne,-37.814722,144.971491
129969,"Grease",1998,1998,Music Theatre,2745,"Melbourne Park",Melbourne,-37.822564,144.979785
12997,"Estrella!",1990,1990,Theatre - Spoken Word,97,"Anthill Theatre",South Melbourne,-37.837058,144.960994
129983,"Kylie - Intimate and Live",1998,1998,Music,813,"Palais Theatre",St Kilda,-37.86684,144.975197
129988,"Kylie - Intimate and Live",1998,1998,Music,813,"Palais Theatre",St Kilda,-37.86684,144.975197
12999,"On Top of the World",1990,1991,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
129992,"Kylie - Intimate and Live",1998,1998,Music,813,"Palais Theatre",St Kilda,-37.86684,144.975197
13,"Lone Star",2001,2001,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
130006,"Dracula",2017,2017,Theatre - Spoken Word,2708,"Frankston Arts Centre",Frankston,-38.146162,145.123225
130007,"Dracula",2017,2017,Theatre - Spoken Word,3608,"Wangaratta Arts Centre",Wangaratta,-36.355597,146.32321
130008,"Dracula",2017,2017,Theatre - Spoken Word,3122,"Westside Performing Arts Centre",Mooroopna,-36.381277,145.352282
130009,"Dracula",2017,2017,Theatre - Spoken Word,17258,"Ulumbarra Theatre",Bendigo,-36.754212,144.280057
13001,"Selling Eyeballs",1990,1990,Theatre - Spoken Word,11579,"Athenaeum Theatre Two",Melbourne,-37.815039,144.967359
130010,"Dracula",2017,2017,Theatre - Spoken Word,3607,"Mildura Arts Centre",Mildura,-34.178286,142.16044
130011,"Dracula",2017,2017,Theatre - Spoken Word,15844,"Lighthouse Theatre",Warrnambool,-38.385452,142.481882
130012,"Dracula",2017,2017,Theatre - Spoken Word,663,"Geelong Performing Arts Centre",Geelong,-38.147454,144.356491
130013,"Dracula",2017,2017,Theatre - Spoken Word,3357,"Hamilton Performing Arts Centre",Hamilton,-37.741869,142.024524
130014,"Dracula",2017,2017,Theatre - Spoken Word,10398,"Wellington Entertainment Centre",Sale,-38.111789,147.063703
130015,"Dracula",2017,2017,Theatre - Spoken Word,11608,"Burrinja",Upwey,-37.91712,145.33468
130016,"Dracula",2017,2017,Theatre - Spoken Word,10919,"Cardinia Cultural Centre",Pakenham,-38.064745,145.454131
13003,"Mornings",1990,1990,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
130046,"Stingray Play",1978,1978,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
130047,"How Are You Feeling?",1978,1978,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
130048,"Bastraction too?",1978,1978,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
130049,"Arts Bounce Back",1978,1978,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
13005,"The Phantom of the Opera",1990,1993,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
130052,"Funeral Games / Erpingham Camp",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130053,"Death is not Enough",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130054,"Esther",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130055,"Happy Days / Krapp's Last Tape",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130056,"Macbeth With a Little Help...",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130057,"No Exit / The Bald Prima Donna",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130058,"Chimera",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130059,"The Winslow Boy",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130060,"The Architect and the Emperor of Assyria",1978,1978,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
130061,"The Government Inspector",1978,1978,Theatre - Spoken Word,2801,"University of Melbourne, Union Theatre",The University Of Melbourne ,-37.797322,144.961405
130062,"The Recruiting Officer",1978,1978,Theatre - Spoken Word,2801,"University of Melbourne, Union Theatre",The University Of Melbourne ,-37.797322,144.961405
130064,"Hotel Paradiso",1978,1978,Theatre - Spoken Word,2801,"University of Melbourne, Union Theatre",The University Of Melbourne ,-37.797322,144.961405
130065,"The Law Revue",1978,1978,Music Theatre,2801,"University of Melbourne, Union Theatre",The University Of Melbourne ,-37.797322,144.961405
130066,"The Importance of Being Earnest",1978,1978,Theatre - Spoken Word,2801,"University of Melbourne, Union Theatre",The University Of Melbourne ,-37.797322,144.961405
130079,"Third World Blues",1998,1998,Theatre - Spoken Word,663,"Geelong Performing Arts Centre",Geelong,-38.147454,144.356491
130080,"Third World Blues",1998,1998,Theatre - Spoken Word,2708,"Frankston Arts Centre",Frankston,-38.146162,145.123225
130081,"Third World Blues",1998,1998,Theatre - Spoken Word,3358,"The Capital - Bendigo's Performing Arts Centre",Bendigo,-36.757412,144.276222
